Geo_nios_4ch_0001	पृथ्वी अस्थिर है ।	pqWvI asWira hE .	We live on an unstable earth.
Geo_nios_4ch_0229	भूकम्प के कारण और प्रभाव-भूकम्प आने का प्रमुख कारण वलन,भ्रंशन तथा शैल संस्तरों का खिसकना है ।	BUkampa ke kAraNa Ora praBAva-BUkampa Ane kA pramuKa kAraNa valana,BraMSana waWA SEla saMswaroM kA KisakanA hE .	CAUSES AND EFFECTS OF EARTHQUAKES Folding, faulting and displacement of rock strata are the main causes of earthquakes.
Geo_nios_4ch_0230	कैलीफोर्निया के सान फ्रांसिसको में 1906 तथा असम में 1951 में तथा बिहार में 1935 में आये भूकम्प इस प्रकार के भूकम्पों के उपयुक्त उदाहरण हैं ।	kElIPorniyA ke sAna PrAMsisako meM 1906 waWA asama meM 1951 meM waWA bihAra meM 1935 meM Aye BUkampa isa prakAra ke BUkampoM ke upayukwa uxAharaNa hEM .	Some examples of this type of earthquakes are the San Francisco earthquakes of California in 1906, the Assam earthquakes of 1951, the Bihar earthquakes of 1935.
Geo_nios_4ch_0231	भूकम्पों के आने का दूसरा प्रमुख कारण ज्वालामुखी उद्भेदन है ।	BUkampoM ke Ane kA xUsarA pramuKa kAraNa jvAlAmuKI uxBexana hE .	The second important cause lies in the plenomenon of volcanic eruption.
Geo_nios_4ch_0232	ज्वालामुखी के भयंकर उद्भेदन से ठोस शैलों पर अत्यधिक दबाव पडता है, इससे भूपृष्ठ पर कम्पन पैदा होते हैं ।	jvAlAmuKI ke BayaMkara uxBexana se Tosa SEloM para awyaXika xabAva padawA hE, isase BUpqRTa para kampana pExA howe hEM .	The violent volcanic eruptions put even the solid rocks under great stress,it causes vibrations in the earth’s crust.
Geo_nios_4ch_0233	लेकिन इस प्रकार के भूकम्प ज्वालामुखी प्रक्रिया के क्षेत्रों तक ही सीमित रहते हैं ।	lekina isa prakAra ke BUkampa jvAlAmuKI prakriyA ke kRewroM waka hI sImiwa rahawe hEM .	But, these earthquakes, are limited to the areas of volcanic activity.
Geo_nios_4ch_0234	हवाई द्वीप समूह में मोनालोआ ज्वालामुखी के 1868 में हुए उद्भेदन के पूर्व छः दिन तक इस क्षेत्र में लगातार आये भूकम्प इस प्रकार के भूकम्पों के प्रमुख उदाहरण हैं ।	havAI xvIpa samUha meM monAloA jvAlAmuKI ke 1868 meM hue uxBexana ke pUrva CaH xina waka isa kRewra meM lagAwAra Aye BUkampa isa prakAra ke BUkampoM ke pramuKa uxAharaNa hEM .	Its important example is the earthquake which continued for six days preceeding the eruption of Mauna Loa volcano of Hawaii Island in 1868.
Geo_nios_4ch_0235	हल्के या सीमित प्रभाव वाले भूकम्पों के आने के कारणों में भूस्खलन, जल के रिसने से खानों, सुरंगों व कन्दराओं की छतों के शैलों का टूटकर गिरना शामिल हैं ।	halke yA sImiwa praBAva vAle BUkampoM ke Ane ke kAraNoM meM BUsKalana, jala ke risane se KAnoM, suraMgoM va kanxarAoM kI CawoM ke SEloM kA tUtakara giranA SAmila hEM .	Minor earthquakes often accompany or are the result of landslides, seepage of water causing the collapse of the rocks of cavern or underground mines and tunnel.
Geo_nios_4ch_0236	इस प्रकार के भूकम्पों से क्षति बहुत ही कम होती है ।	isa prakAra ke BUkampoM se kRawi bahuwa hI kama howI hE .	These are least damaging earthquakes.
Geo_nios_4ch_0237	भयंकर भूकम्प सामान्यतया अत्याधिक विनाशकारी होते हैं ।	BayaMkara BUkampa sAmAnyawayA awyAXika vinASakArI howe hEM .	Violent earthquakes are generally very disastrous.
Geo_nios_4ch_0238a	इस प्रकार के भूकम्पों से भू-स्खलन, नदियों के मार्गों का रुक जाना ।	isa prakAra ke BUkampoM se BU-sKalana, naxiyoM ke mArgoM kA ruka jAnA .	They may themselves cause land-slides, damming of river course and occurance of floods.
Geo_nios_4ch_0238b	तथा बाढ के आने की घटनायें घटित हो जाती हैं ।	waWA bADa ke Ane kI GatanAyeM Gatiwa ho jAwI hEM .	They may themselves cause land-slides, damming of river course and occurance of floods.
Geo_nios_4ch_0239	कभी-कभी भूमि के धसक जाने से झीलें बन जाती हैं ।	kaBI-kaBI BUmi ke Xasaka jAne se JIleM bana jAwI hEM .	Sometimes, the depressions leading to the formation of lakes.
Geo_nios_4ch_0240	भूकम्पों के आने से दरारें पड जाती हैं ।	BUkampoM ke Ane se xarAreM pada jAwI hEM .	An earthquake often forms cracks and fissures in the earth’s crust.
Geo_nios_4ch_0241	इसके कारण नदियों के मार्ग बदल जाते हैं, जैसा कि असम के 1951 में आये भूकम्प के कारण हुआ था ।	isake kAraNa naxiyoM ke mArga baxala jAwe hEM, jEsA ki asama ke 1951 meM Aye BUkampa ke kAraNa huA WA .	It changes the drainage system of an area as was witnessed in Assam after its 1951 earthquake.
Geo_nios_4ch_0242	भूकम्पों के कारण दरार रेखा के साथ शैल संस्तर ऊपर नीचे अथवा क्षैतिज दिशा में खिसक जाते हैं ।	BUkampoM ke kAraNa xarAra reKA ke sAWa SEla saMswara Upara nIce aWavA kREwija xiSA meM Kisaka jAwe hEM .	Earthquakes also cause vertical and horizontal displacement of rock strata along fault line.
Geo_nios_4ch_0243a	इनसे आग लग जाती है ।	inase Aga laga jAwI hE .	They prove most catastrophic and devastating when they cause fires and seismic sea waves.
Geo_nios_4ch_0243b	या ज्वारीय तरंगें पैदा हो जाती हैं ।	yA jvArIya waraMgeM pExA ho jAwI hEM .	They prove most catastrophic and devastating when they cause fires and seismic sea waves.
Geo_nios_4ch_0243c	तब ये भूकम्प अत्यधिक विनाशकारी होते हैं ।	waba ye BUkampa awyaXika vinASakArI howe hEM .	They prove most catastrophic and devastating when they cause fires and seismic sea waves.
Geo_nios_4ch_0244	इन ज्वारीय तरंगों को सुनामी कहते हैं ।	ina jvArIya waraMgoM ko sunAmI kahawe hEM .	Such tidal waves are called Tsunamis.
Geo_nios_4ch_0245	इन तरंगों से तटीय नगर बह जाते हैं ।	ina waraMgoM se watIya nagara baha jAwe hEM .	These waves may wash away coastal cities.
Geo_nios_4ch_0246	भूकम्प के आने से मकान व पुल टूट जाते हैं, जिससे हजारों व्यक्तियों की मृत्यु हो जाती है ।	BUkampa ke Ane se makAna va pula tUta jAwe hEM, jisase hajAroM vyakwiyoM kI mqwyu ho jAwI hE .	Buildings and bridges collapse causing death of the thousands of people.
Geo_nios_4ch_0247	यातायात, संचार तथा बिजली के तार की लाइनें टूट जाती हैं ।	yAwAyAwa, saMcAra waWA bijalI ke wAra kI lAineM tUta jAwI hEM .	Lines of transport, communication and of electric transmission get disrupted.
Geo_nios_4ch_0248	भूकम्पों का अंतिम परिणाम हैजा जैसी महामारियाँ होती हैं ।	BUkampoM kA aMwima pariNAma hEjA jEsI mahAmAriyAz howI hEM .	The after effect of earthquake is spread of epidemics like cholera.
Geo_nios_4ch_0249	भूकम्पों का वितरण-भूकम्प संसार के प्रत्येक भाग में आते हैं ।	BUkampoM kA viwaraNa-BUkampa saMsAra ke prawyeka BAga meM Awe hEM .	DISTRIBUTION OF EARTHQUAKES The occurrence of earthquake is a phenomenon of almost every part of the world.
Geo_nios_4ch_0250	लेकिन दो पूर्ण निश्चित पेटियों में वे अक्सर आते हैं ।	lekina xo pUrNa niSciwa petiyoM meM ve aksara Awe hEM .	But, there are two well-defined belts where they occur more frequently.
Geo_nios_4ch_0251	ये पेटियाँ हैं - प्रशांत महासागर को घेरने वाली पेटी तथा मध्यवर्ती पर्वतीय पेटी ।	ye petiyAz hEM - praSAMwa mahAsAgara ko Gerane vAlI petI waWA maXyavarwI parvawIya petI .	These belts are the Circum-Pacific belt and the Mid-world mountain belt.
Geo_nios_4ch_0252	प्रशांत महासागर को घेरने वाली पेटी में उत्तरी तथा दक्षिणी अमेरिका के पश्चिमी तट, अल्यूशियन तथा एशिया के पूर्वी तट से लगें अन्य द्वीप समूह जैसे जापान तथा फिलीपाइन्स शामिल हैं ।	praSAMwa mahAsAgara ko Gerane vAlI petI meM uwwarI waWA xakRiNI amerikA ke paScimI wata, alyUSiyana waWA eSiyA ke pUrvI wata se lageM anya xvIpa samUha jEse jApAna waWA PilIpAinsa SAmila hEM .	The first belt i.e., the Circum Pacific comprises the western coast of North and South America; Aleutian Islands and island groups along the eastern coasts of Asia such as Japan and Philippines.
Geo_nios_4ch_0253a	यह पेटी प्रशांत सागर को एक छोर से दूसरे छोर तक घेरे हुये है ।	yaha petI praSAMwa sAgara ko eka Cora se xUsare Cora waka Gere huye hE .	As it encircles the Pacific Ocean from end to end, it is named as such.
Geo_nios_4ch_0253b	इसलिए इसका यह नाम पड गया है ।	isalie isakA yaha nAma pada gayA hE .	As it encircles the Pacific Ocean from end to end, it is named as such.
Geo_nios_4ch_0254	इस पेटी में आने वाले भूकम्प पर्वतों तथा ज्वालामुखियों की श्रृंखला से संबंधित है ।	isa petI meM Ane vAle BUkampa parvawoM waWA jvAlAmuKiyoM kI SrqMKalA se saMbaMXiwa hE .	The earthquakes in this belt are associated with the ring of mountains and volcanoes.
Geo_nios_4ch_0255	ऐसा अनुमान है कि संसार के लगभग 68 प्रतिशत भूकम्प अकेले इसी पेटी में आते है ।	EsA anumAna hE ki saMsAra ke lagaBaga 68 prawiSawa BUkampa akele isI petI meM Awe hE .	It is estimated that about 68 percent of earthquakes of the world occur in this belt alone.
Geo_nios_4ch_0256	भूकम्प प्रभावित दूसरी पेटी आल्प्स पर्वत से प्रारंभ होकर भूमध्य सागर कॉकेशस, हिमालय प्रदेश तथा इण्डोनेशिया तक फैली हुई है ।	BUkampa praBAviwa xUsarI petI Alpsa parvawa se prAraMBa hokara BUmaXya sAgara koYkeSasa, himAlaya praxeSa waWA iNdoneSiyA waka PElI huI hE .	The second belt-extend from Alps with their extension into Mediterranean the Caucasus and the Himalayan region and continues into Indonesia.
Geo_nios_4ch_0257	इस पेटी में संसार के लगभग 21 प्रतिशत भूकम्प आते हैं ।	isa petI meM saMsAra ke lagaBaga 21 prawiSawa BUkampa Awe hEM .	About 21, percent of total earthquakes of the world originate in this belt.
Geo_nios_4ch_0258	शेष 11 प्रतिशत भूकम्प संसार के शेष भागों में आते हैं ।	SeRa 11 prawiSawa BUkampa saMsAra ke SeRa BAgoM meM Awe hEM .	Remaining 11 percent occur in the other parts of the world.
Geo_nios_4ch_0259	संसार के अधिसंख्य भूकम्प दो पेटियों में आते हैं ये हैं - प्रशांत महासागर को घेरने वाली पेटी तथा मध्यवर्ती पर्वतीय पेटी ।	saMsAra ke aXisaMKya BUkampa xo petiyoM meM Awe hEM ye hEM - praSAMwa mahAsAgara ko Gerane vAlI petI waWA maXyavarwI parvawIya petI .	Most of the earthquakes of the world occur in two belts namely the Circum Pacific and Mid world mountain belts.
Geo_nios_4ch_0260	भूकम्प किसे कहते हैं ? ।	BUkampa kise kahawe hEM ? .	Define is earthquake?
Geo_nios_4ch_0261	किस यंत्र द्वारा भूकम्पों का आलेखन किया जाता है? ।	kisa yaMwra xvArA BUkampoM kA AleKana kiyA jAwA hE? .	Which instrument record the earthquake waves?
Geo_nios_4ch_0262	उद्गम बिंदु क्या होता है ? ।	uxgama biMxu kyA howA hE ? .	Define ‘Focus’.
Geo_nios_4ch_0263	सुनामी क्या है ? ।	sunAmI kyA hE ? .	How is ‘Tsunami’ caused ?
Geo_nios_4ch_0264	पृथ्वी के धरातल पर पायी जाने वाली विभिन्न प्रकार की भू-आकृतियों उसकी आंतरिक और बाह्य बलों की निरंतर प्रक्रिया का परिणाम है ।	pqWvI ke XarAwala para pAyI jAne vAlI viBinna prakAra kI BU-AkqwiyoM usakI AMwarika Ora bAhya baloM kI niraMwara prakriyA kA pariNAma hE .	Land forms of different types present on the earth’s surface are the result of continuous work of both internal and external forces.
Geo_nios_4ch_0265	आंतरिक बल विभिन्न धरातलीय लक्षणों की ऊँचाई में असमता पैदा करने के लिए उत्तरदायी हैं ।	AMwarika bala viBinna XarAwalIya lakRaNoM kI UzcAI meM asamawA pExA karane ke lie uwwaraxAyI hEM .	Internal forces are responsible for creating inequalities in altitudes of different relief features.
Geo_nios_4ch_0266	ये बल पृथ्वी के आंतरिक भागों में पैदा होते हैं ।	ye bala pqWvI ke AMwarika BAgoM meM pExA howe hEM .	These forces originate in the interior of the earth.
Geo_nios_4ch_0267	इन बलों को अन्तर्जात बल भी कहते हैं ।	ina baloM ko anwarjAwa bala BI kahawe hEM .	They are also known as endogenetic forces.
Geo_nios_4ch_0268	इन बलों के कारण भूपृष्ठ में हलचल होती है जिन्हें पृथ्वी की हलचलें कहते हैं ।	ina baloM ke kAraNa BUpqRTa meM halacala howI hE jinheM pqWvI kI halacaleM kahawe hEM .	These forces cause movements of the earth’s crust which are called earth movements.
Geo_nios_4ch_0269	मंद हलचलें जहां भौतिक लक्षणों में धीरे-धीरे व क्रमिक परिवर्तन लाती है वहीं आकस्मिक हलचलें यकायक व तीव्र परिवर्तन लाती हैं ।	maMxa halacaleM jahAM BOwika lakRaNoM meM XIre-XIre va kramika parivarwana lAwI hE vahIM Akasmika halacaleM yakAyaka va wIvra parivarwana lAwI hEM .	Slow movements bring slow and gradual changes in the relief features while sudden movements bring abrupt and rapid changes.
Geo_nios_4ch_0270	आंतरिक बल पृथ्वी को दो प्रकार - त्रिज्यीय तथा क्षैतिज रूपों से प्रभावित करते हैं ।	AMwarika bala pqWvI ko xo prakAra - wrijyIya waWA kREwija rUpoM se praBAviwa karawe hEM .	Internal forces affect the earth into two way radially and horizontally.
Geo_nios_4ch_0271a	ये त्रिज्यीय रूप में प्रभावित करते हैं ।	ye wrijyIya rUpa meM praBAviwa karawe hEM .	When they affect radially they cause subsidence or upliftment of the earth’s crust such earth movements are called vertical movements,contrary to this; when these forces affect horizontally or side to side, they result in folding and faulting of the rock strata.
Geo_nios_4ch_0271b	तब भूपृष्ठ विपरीत ।	waba BUpqRTa viparIwa .	When they affect radially they cause subsidence or upliftment of the earth’s crust such earth movements are called vertical movements,contrary to this; when these forces affect horizontally or side to side, they result in folding and faulting of the rock strata.
Geo_nios_4ch_0271c	जब ये बल क्षैतिज या एक दिशा से दूसर दिशा में प्रभाव डालते हैं तब शैल संस्तरों में वलन व भ्रंशन की प्रक्रियायें होती हैं ।	jaba ye bala kREwija yA eka xiSA se xUsara xiSA meM praBAva dAlawe hEM waba SEla saMswaroM meM valana va BraMSana kI prakriyAyeM howI hEM .	When they affect radially they cause subsidence or upliftment of the earth’s crust such earth movements are called vertical movements,contrary to this; when these forces affect horizontally or side to side, they result in folding and faulting of the rock strata.
Geo_nios_4ch_0272	इन्हें क्षैतिज हलचलें कहते हैं ।	inheM kREwija halacaleM kahawe hEM .	These are called horizontal movements.
Geo_nios_4ch_0273	ज्वालामुखी भूपृष्ठ के द्वार या छिद्र को कहते हैं जिससे गर्म पिघला हुआ मैग्मा, गैसें तथा राख निकलकर पृथ्वी के धरातल पर जमा होती है ।	jvAlAmuKI BUpqRTa ke xvAra yA Cixra ko kahawe hEM jisase garma piGalA huA mEgmA, gEseM waWA rAKa nikalakara pqWvI ke XarAwala para jamA howI hE .	Volcanoes are landforms marking the eruption of lava at the earth’s surface.
Geo_nios_4ch_0274	ज्वालामुखी का आकार व आकृति उद्भेदन की बारम्बारता, लावा की तरलता तथा उद्भेदन के प्रकार पर निर्भर करता है ।	jvAlAmuKI kA AkAra va Akqwi uxBexana kI bArambArawA, lAvA kI waralawA waWA uxBexana ke prakAra para nirBara karawA hE .	The shape and size of volcano depends on the frequency of eruption, fluidity of lava and type of eruption.
Geo_nios_4ch_0275	भूकम्प भूपृष्ठ के कारण पैदा होते हैं ।	BUkampa BUpqRTa ke kAraNa pExA howe hEM .	Earthquakes are vibrations of the earth’s crust cause by the operations of the tectonic forces and volcanic activity.
Geo_nios_4ch_0276	ज्वालामुखी संसार की तीन निश्चित पेटियों में सीमित हैं ।	jvAlAmuKI saMsAra kI wIna niSciwa petiyoM meM sImiwa hEM .	The volcanic activity is confined to three well defined belts of the world.
Geo_nios_4ch_0277	भूकम्प भी इनमें से दो पेटियों से संबंधित हैं ।	BUkampa BI inameM se xo petiyoM se saMbaMXiwa hEM .	The occurrence of earthquakes is also closely connected with two of these belts.
Geo_nios_4ch_0278	आंतरिक बलों से क्या तात्पर्य है ? ।	AMwarika baloM se kyA wAwparya hE ? .	What is meant by internal forces?
Geo_nios_4ch_0279	इन बलों की उत्पत्ति के कारणों की सूची बनाइये ।	ina baloM kI uwpawwi ke kAraNoM kI sUcI banAiye .	List causes of the origin of these forces.
Geo_nios_4ch_0280	चार उदाहरण देकर सिद्ध कीजिए कि भूपृष्ठ अस्थिर हैं ।	cAra uxAharaNa xekara sixXa kIjie ki BUpqRTa asWira hEM .	Give four examples to prove that the earth’s crust is unstable.
Geo_nios_4ch_0281	निम्न को आरेखों द्वारा दर्शाइए ।	nimna ko AreKoM xvArA xarSAie .	Draw diagrams to show.
Geo_nios_4ch_0282	दरार रेखा के सहारे विस्थापित शैल संस्तर ।	xarAra reKA ke sahAre visWApiwa SEla saMswara .	Displacement of rock strata along a fault plane.
Geo_nios_4ch_0283	शैल संस्तर की अपनति व अभिनति ।	SEla saMswara kI apanawi va aBinawi .	Anticline and synclines of rock strata.
Geo_nios_4ch_0284	ऊर्ध्वाधर तथा क्षैतिज हलचलों में अंतर स्पष्ट कीजिए ।	UrXvAXara waWA kREwija halacaloM meM aMwara spaRta kIjie .	Differentiate between vertical and horizontal movements.
Geo_nios_4ch_0285	वलन तथा भ्रृंशन में अंतर बताइए ।	valana waWA BrqMSana meM aMwara bawAie .	Distinguish between folding and faulting.
Geo_nios_4ch_0286	ज्वालामुखी क्या है ? ।	jvAlAmuKI kyA hE ? .	What is a volcano?
Geo_nios_4ch_0287	उदाहरण देकर विभिन्न प्रकार के ज्वालामुखियों के बारे में बताइए ।	uxAharaNa xekara viBinna prakAra ke jvAlAmuKiyoM ke bAre meM bawAie .	Describe different types of volcanoes with examples.
Geo_nios_4ch_0288	क्षारीय तथा अम्लीय लावा एवं उनके द्वारा निर्मित भू आकृतियों में अंतर बताइए ।	kRArIya waWA amlIya lAvA evaM unake xvArA nirmiwa BU AkqwiyoM meM aMwara bawAie .	Distinguish between acid and basic lava and land forms developed by each of them.
Geo_nios_4ch_0289	भूकम्प क्यों आते हैं ? ।	BUkampa kyoM Awe hEM ? .	What causes an earthquake?
Geo_nios_4ch_0290	भूकम्पों से पृथ्वी के धरातल पर पडने वाले प्रभावों की सूची बनाइए ।	BUkampoM se pqWvI ke XarAwala para padane vAle praBAvoM kI sUcI banAie .	List the effects of earthquakes on earth’s surface.
Geo_nios_4ch_0291	निम्न पारिभाषिक शब्दों की परिभाषा दीजिए ।	nimna pAriBARika SabxoM kI pariBARA xIjie .	Define the following terms.
Geo_nios_4ch_0292a	संसार के रेखा मानचित्र में निम्नांकित को दर्शाइये ।	saMsAra ke reKA mAnaciwra meM nimnAMkiwa ko xarSAiye .	Locate and label the following in the outline map of the world.
Geo_nios_4ch_0292b	तथा उनका नाम लिखिए ।	waWA unakA nAma liKie .	Locate and label the following in the outline map of the world.
Geo_nios_4ch_0293	अन्तर्जात बल . वे हलचलें जो पृथ्वी के अंतर्जात बलों द्वारा भूपृष्ठ को प्रभावित करती हैं ।	anwarjAwa bala . ve halacaleM jo pqWvI ke aMwarjAwa baloM xvArA BUpqRTa ko praBAviwa karawI hEM .	Endogenetic forces . Movement caused by internal forces affecting the earth’s crust are known as ‘Earth Movement’.
Geo_nios_4ch_0294	भू हलचलों द्वारा पैदा किए गए भूपृष्ठ के कम्पन को भूकम्प कहते हैं ।	BU halacaloM xvArA pExA kie gae BUpqRTa ke kampana ko BUkampa kahawe hEM .	An earthquake is a motion of ground surface, ranging from a fain tremor to a wild motion capable of shaking building apart.
Geo_nios_4ch_0295	वह स्थान या बिंदु जहां से भूकम्पीय तरंगे पैदा होती हैं उसे उद्गम बिंदु कहते हैं ।	vaha sWAna yA biMxu jahAM se BUkampIya waraMge pExA howI hEM use uxgama biMxu kahawe hEM .	This point within the earth’s crust originate of called the ‘Focus’.
Geo_nios_4ch_0296	भूकम्पों से समुद्री जल में उत्पन्न होने वाली विनाशकारी लहरों को सुनामी कहते हैं ।	BUkampoM se samuxrI jala meM uwpanna hone vAlI vinASakArI laharoM ko sunAmI kahawe hEM .	The seismic sea waves which originate due to earthquake in octaves, are called ‘Tsunami’.
Geo_nios_4ch_0297	जिस रेखा के साथ टूटे शैल संस्तर खिसकते हैं, उसे भ्रंश रेखा कहते हैं ।	jisa reKA ke sAWa tUte SEla saMswara Kisakawe hEM, use BraMSa reKA kahawe hEM .	The plane along which displacement of rock strata takes place is known as fault plane.
Geo_nios_4ch_0298a	किसी ज्वालामुखी में किसी छिद्र या द्वार से उद्गार होता है ।	kisI jvAlAmuKI meM kisI Cixra yA xvAra se uxgAra howA hE .	When the eruption in a volcano takes place from a vent or hole, it is called central type eruption.
Geo_nios_4ch_0298b	तो उसे केंद्रीय उद्गार कहते हैं ।	wo use keMxrIya uxgAra kahawe hEM .	When the eruption in a volcano takes place from a vent or hole, it is called central type eruption.
Geo_nios_4ch_0299a	किसी ज्वालामुखी में किसी लंबी दरार में उद्भेदन होता है ।	kisI jvAlAmuKI meM kisI laMbI xarAra meM uxBexana howA hE .	When the eruption takes place through deep elongated cracks, it is known as fissure type eruption.
Geo_nios_4ch_0299b	तो दरारी उद्भेदन कहते हैं ।	wo xarArI uxBexana kahawe hEM .	When the eruption takes place through deep elongated cracks, it is known as fissure type eruption.
Geo_nios_4ch_0300	जिन ज्वालामुखियों में मानव इतिहास काल में उद्भेदन नहीं हुआ है, उन्हें प्रसुप्त ज्वालामुखी कहते हैं ।	jina jvAlAmuKiyoM meM mAnava iwihAsa kAla meM uxBexana nahIM huA hE, unheM prasupwa jvAlAmuKI kahawe hEM .	The volcanoes which have not erupted in recent times is known as dormant volcano.
Geo_nios_4ch_0301	मानचित्र देखिए ।	mAnaciwra xeKie .	Refer Maps.
